"","Year","Team","ThreeOrTwo","FGA"
"485",2011,"Charlotte Bobcats","THREEPA",14.7
"486",2011,"Milwaukee Bucks","THREEPA",17.2
"487",2011,"League Average","THREEPA",18
"488",2012,"Denver Nuggets","THREEPA",19.9
"489",2012,"San Antonio Spurs","THREEPA",21.3
"490",2012,"Oklahoma City Thunder","THREEPA",20
"491",2012,"Utah Jazz","THREEPA",12.8
"492",2012,"Milwaukee Bucks","THREEPA",19.2
"493",2012,"Sacramento Kings","THREEPA",19.7
"494",2012,"Miami Heat","THREEPA",15.6
"495",2012,"Phoenix Suns","THREEPA",19.6
"496",2012,"Houston Rockets","THREEPA",20.2
"497",2012,"Minnesota Timberwolves","THREEPA",21.6
"498",2012,"New York Knicks","THREEPA",23.3
"499",2012,"Golden State Warriors","THREEPA",20.5
"500",2012,"Indiana Pacers","THREEPA",16.1
"501",2012,"Los Angeles Clippers","THREEPA",21.8
"502",2012,"Los Angeles Lakers","THREEPA",16.8
"503",2012,"Portland Trail Blazers","THREEPA",20.9
"504",2012,"Atlanta Hawks","THREEPA",20.2
"505",2012,"Chicago Bulls","THREEPA",16.9
"506",2012,"Dallas Mavericks","THREEPA",22.2
"507",2012,"Memphis Grizzlies","THREEPA",12.9
"508",2012,"Orlando Magic","THREEPA",27
"509",2012,"Washington Wizards","THREEPA",16.3
"510",2012,"Philadelphia 76ers","THREEPA",14.6
"511",2012,"New Jersey Nets","THREEPA",22.4
"512",2012,"Cleveland Cavaliers","THREEPA",19.3
"513",2012,"Boston Celtics","THREEPA",15
"514",2012,"Detroit Pistons","THREEPA",13.9
"515",2012,"Toronto Raptors","THREEPA",16.3
"516",2012,"New Orleans Hornets","THREEPA",11.8
"517",2012,"Charlotte Bobcats","THREEPA",13.5
"518",2012,"League Average","THREEPA",18.4
"519",2013,"Denver Nuggets","THREEPA",18.5
"520",2013,"Houston Rockets","THREEPA",28.9
"521",2013,"Oklahoma City Thunder","THREEPA",19.4
"522",2013,"San Antonio Spurs","THREEPA",21.5
"523",2013,"Miami Heat","THREEPA",22.1
"524",2013,"Los Angeles Lakers","THREEPA",24.6
"525",2013,"Golden State Warriors","THREEPA",19.9
"526",2013,"Dallas Mavericks","THREEPA",19.9
"527",2013,"Los Angeles Clippers","THREEPA",21.4
"528",2013,"Sacramento Kings","THREEPA",20.5
"529",2013,"New York Knicks","THREEPA",28.9
"530",2013,"Milwaukee Bucks","THREEPA",20.4
"531",2013,"Utah Jazz","THREEPA",16.9
"532",2013,"Atlanta Hawks","THREEPA",23.2
"533",2013,"Portland Trail Blazers","THREEPA",23.2
"534",2013,"Toronto Raptors","THREEPA",20.3
"535",2013,"Brooklyn Nets","THREEPA",21.5
"536",2013,"Cleveland Cavaliers","THREEPA",19.3
"537",2013,"Minnesota Timberwolves","THREEPA",18
"538",2013,"Boston Celtics","THREEPA",17.2
"539",2013,"Phoenix Suns","THREEPA",17.7
"540",2013,"Detroit Pistons","THREEPA",17.6
"541",2013,"Orlando Magic","THREEPA",18.7
"542",2013,"New Orleans Hornets","THREEPA",18
"543",2013,"Indiana Pacers","THREEPA",19.7
"544",2013,"Charlotte Bobcats","THREEPA",17.1
"545",2013,"Memphis Grizzlies","THREEPA",13.5
"546",2013,"Washington Wizards","THREEPA",18.2
"547",2013,"Chicago Bulls","THREEPA",15.4
"548",2013,"Philadelphia 76ers","THREEPA",17.5
"549",2013,"League Average","THREEPA",20
"550",2014,"Los Angeles Clippers","THREEPA",24
"551",2014,"Houston Rockets","THREEPA",26.6
"552",2014,"Minnesota Timberwolves","THREEPA",21.4
"553",2014,"Portland Trail Blazers","THREEPA",25.3
"554",2014,"Oklahoma City Thunder","THREEPA",22.4
"555",2014,"San Antonio Spurs","THREEPA",21.4
"556",2014,"Phoenix Suns","THREEPA",25.1
"557",2014,"Dallas Mavericks","THREEPA",22.9
"558",2014,"Denver Nuggets","THREEPA",23.9
"559",2014,"Golden State Warriors","THREEPA",24.8
"560",2014,"Los Angeles Lakers","THREEPA",24.8
"561",2014,"Miami Heat","THREEPA",22.3
"562",2014,"Toronto Raptors","THREEPA",23.4
"563",2014,"Detroit Pistons","THREEPA",19.3
"564",2014,"Atlanta Hawks","THREEPA",25.8
"565",2014,"Washington Wizards","THREEPA",20.8
"566",2014,"Sacramento Kings","THREEPA",18
"567",2014,"New Orleans Pelicans","THREEPA",15.9
"568",2014,"Philadelphia 76ers","THREEPA",22.5
"569",2014,"New York Knicks","THREEPA",24.9
"570",2014,"Brooklyn Nets","THREEPA",23.4
"571",2014,"Cleveland Cavaliers","THREEPA",20
"572",2014,"Charlotte Bobcats","THREEPA",17.9
"573",2014,"Indiana Pacers","THREEPA",18.8
"574",2014,"Orlando Magic","THREEPA",19.5
"575",2014,"Boston Celtics","THREEPA",21.1
"576",2014,"Memphis Grizzlies","THREEPA",14
"577",2014,"Milwaukee Bucks","THREEPA",18.9
"578",2014,"Utah Jazz","THREEPA",19.2
"579",2014,"Chicago Bulls","THREEPA",17.8
"580",2014,"League Average","THREEPA",21.5
"581",2015,"Golden State Warriors","THREEPA",27
"582",2015,"Los Angeles Clippers","THREEPA",26.9
"583",2015,"Dallas Mavericks","THREEPA",25.4
"584",2015,"Toronto Raptors","THREEPA",25.1
"585",2015,"Oklahoma City Thunder","THREEPA",22.7
"586",2015,"Houston Rockets","THREEPA",32.7
"587",2015,"San Antonio Spurs","THREEPA",22.5
"588",2015,"Cleveland Cavaliers","THREEPA",27.5
"589",2015,"Portland Trail Blazers","THREEPA",27.2
"590",2015,"Atlanta Hawks","THREEPA",26.2
"591",2015,"Phoenix Suns","THREEPA",25
"592",2015,"Denver Nuggets","THREEPA",24.8
"593",2015,"Boston Celtics","THREEPA",24.6
"594",2015,"Sacramento Kings","THREEPA",16.5
"595",2015,"Chicago Bulls","THREEPA",22.3
"596",2015,"New Orleans Pelicans","THREEPA",19.3
"597",2015,"Washington Wizards","THREEPA",16.8
"598",2015,"Detroit Pistons","THREEPA",24.9
"599",2015,"Los Angeles Lakers","THREEPA",18.9
"600",2015,"Memphis Grizzlies","THREEPA",15.2
"601",2015,"Brooklyn Nets","THREEPA",19.9
"602",2015,"Milwaukee Bucks","THREEPA",18.3
"603",2015,"Minnesota Timberwolves","THREEPA",14.9
"604",2015,"Indiana Pacers","THREEPA",21.2
"605",2015,"Orlando Magic","THREEPA",19.5
"606",2015,"Utah Jazz","THREEPA",21.7
"607",2015,"Miami Heat","THREEPA",20.2
"608",2015,"Charlotte Hornets","THREEPA",19.1
"609",2015,"Philadelphia 76ers","THREEPA",26.3
"610",2015,"New York Knicks","THREEPA",19.7
"611",2015,"League Average","THREEPA",22.4
"612",2016,"Golden State Warriors","THREEPA",31.6
"613",2016,"Oklahoma City Thunder","THREEPA",23.7
"614",2016,"Sacramento Kings","THREEPA",22.4
"615",2016,"Houston Rockets","THREEPA",30.9
"616",2016,"Boston Celtics","THREEPA",26.1
"617",2016,"Portland Trail Blazers","THREEPA",28.5
"618",2016,"Los Angeles Clippers","THREEPA",26.7
"619",2016,"Cleveland Cavaliers","THREEPA",29.6
"620",2016,"Washington Wizards","THREEPA",24.2
"621",2016,"San Antonio Spurs","THREEPA",18.5
"622",2016,"Charlotte Hornets","THREEPA",29.4
"623",2016,"Atlanta Hawks","THREEPA",28.4
"624",2016,"New Orleans Pelicans","THREEPA",23.8
"625",2016,"Toronto Raptors","THREEPA",23.4
"626",2016,"Minnesota Timberwolves","THREEPA",16.4
"627",2016,"Dallas Mavericks","THREEPA",28.6
"628",2016,"Indiana Pacers","THREEPA",23
"629",2016,"Orlando Magic","THREEPA",22.2
"630",2016,"Detroit Pistons","THREEPA",26.2
"631",2016,"Denver Nuggets","THREEPA",23.7
"632",2016,"Chicago Bulls","THREEPA",21.4
"633",2016,"Phoenix Suns","THREEPA",25.8
"634",2016,"Miami Heat","THREEPA",18
"635",2016,"Memphis Grizzlies","THREEPA",18.5
"636",2016,"Milwaukee Bucks","THREEPA",15.6
"637",2016,"Brooklyn Nets","THREEPA",18.4
"638",2016,"New York Knicks","THREEPA",21.5
"639",2016,"Utah Jazz","THREEPA",23.9
"640",2016,"Philadelphia 76ers","THREEPA",27.5
"641",2016,"Los Angeles Lakers","THREEPA",24.6
"642",2016,"League Average","THREEPA",24.1
"643",2017,"Golden State Warriors","THREEPA",31.2
"644",2017,"Houston Rockets","THREEPA",40.3
"645",2017,"Denver Nuggets","THREEPA",28.8
"646",2017,"Cleveland Cavaliers","THREEPA",33.9
"647",2017,"Washington Wizards","THREEPA",24.8
"648",2017,"Los Angeles Clippers","THREEPA",27.4
"649",2017,"Boston Celtics","THREEPA",33.4
"650",2017,"Portland Trail Blazers","THREEPA",27.7
"651",2017,"Phoenix Suns","THREEPA",22.6
"652",2017,"Toronto Raptors","THREEPA",24.3
"653",2017,"Oklahoma City Thunder","THREEPA",25.8
"654",2017,"Brooklyn Nets","THREEPA",31.6
"655",2017,"Minnesota Timberwolves","THREEPA",21
"656",2017,"San Antonio Spurs","THREEPA",23.5
"657",2017,"Indiana Pacers","THREEPA",23
"658",2017,"Charlotte Hornets","THREEPA",28.6
"659",2017,"Los Angeles Lakers","THREEPA",25.7
"660",2017,"New Orleans Pelicans","THREEPA",26.8
"661",2017,"New York Knicks","THREEPA",24.7
"662",2017,"Milwaukee Bucks","THREEPA",23.7
"663",2017,"Miami Heat","THREEPA",27
"664",2017,"Atlanta Hawks","THREEPA",26.1
"665",2017,"Chicago Bulls","THREEPA",22.3
"666",2017,"Sacramento Kings","THREEPA",23.9
"667",2017,"Philadelphia 76ers","THREEPA",29.8
"668",2017,"Detroit Pistons","THREEPA",23.4
"669",2017,"Orlando Magic","THREEPA",26.1
"670",2017,"Utah Jazz","THREEPA",26
"671",2017,"Memphis Grizzlies","THREEPA",26.5
"672",2017,"Dallas Mavericks","THREEPA",30.2
"673",2017,"League Average","THREEPA",27
"674",2018,"Golden State Warriors","THREEPA",28.9
"675",2018,"Houston Rockets","THREEPA",42.3
"676",2018,"New Orleans Pelicans","THREEPA",28.2
"677",2018,"Toronto Raptors","THREEPA",33
"678",2018,"Cleveland Cavaliers","THREEPA",32.1
"679",2018,"Denver Nuggets","THREEPA",30.9
"680",2018,"Philadelphia 76ers","THREEPA",29.8
"681",2018,"Minnesota Timberwolves","THREEPA",22.5
"682",2018,"Los Angeles Clippers","THREEPA",26.8
"683",2018,"Charlotte Hornets","THREEPA",27.2
"684",2018,"Los Angeles Lakers","THREEPA",29.1
"685",2018,"Oklahoma City Thunder","THREEPA",30.4
"686",2018,"Washington Wizards","THREEPA",26.5
"687",2018,"Brooklyn Nets","THREEPA",35.7
"688",2018,"Milwaukee Bucks","THREEPA",24.7
"689",2018,"Portland Trail Blazers","THREEPA",28.1
"690",2018,"Indiana Pacers","THREEPA",24.5
"691",2018,"New York Knicks","THREEPA",23.3
"692",2018,"Utah Jazz","THREEPA",29.6
"693",2018,"Boston Celtics","THREEPA",30.4
"694",2018,"Phoenix Suns","THREEPA",27.9
"695",2018,"Detroit Pistons","THREEPA",28.9
"696",2018,"Miami Heat","THREEPA",30.6
"697",2018,"Orlando Magic","THREEPA",29.3
"698",2018,"Atlanta Hawks","THREEPA",31
"699",2018,"Chicago Bulls","THREEPA",31.1
"700",2018,"San Antonio Spurs","THREEPA",24.1
"701",2018,"Dallas Mavericks","THREEPA",32.8
"702",2018,"Memphis Grizzlies","THREEPA",26.2
"703",2018,"Sacramento Kings","THREEPA",24
"704",2018,"League Average","THREEPA",29
"705",2019,"Milwaukee Bucks","THREEPA",38.2
"706",2019,"Golden State Warriors","THREEPA",34.4
"707",2019,"New Orleans Pelicans","THREEPA",29.9
"708",2019,"Philadelphia 76ers","THREEPA",30.2
"709",2019,"Los Angeles Clippers","THREEPA",25.8
"710",2019,"Portland Trail Blazers","THREEPA",30.7
"711",2019,"Oklahoma City Thunder","THREEPA",32.6
"712",2019,"Toronto Raptors","THREEPA",33.8
"713",2019,"Sacramento Kings","THREEPA",29.9
"714",2019,"Washington Wizards","THREEPA",33.3
"715",2019,"Houston Rockets","THREEPA",45.4
"716",2019,"Atlanta Hawks","THREEPA",37
"717",2019,"Minnesota Timberwolves","THREEPA",28.7
"718",2019,"Boston Celtics","THREEPA",34.5
"719",2019,"Brooklyn Nets","THREEPA",36.2
"720",2019,"Los Angeles Lakers","THREEPA",31
"721",2019,"Utah Jazz","THREEPA",34
"722",2019,"San Antonio Spurs","THREEPA",25.3
"723",2019,"Charlotte Hornets","THREEPA",33.9
"724",2019,"Denver Nuggets","THREEPA",31.4
"725",2019,"Dallas Mavericks","THREEPA",36.6
"726",2019,"Indiana Pacers","THREEPA",25.4
"727",2019,"Phoenix Suns","THREEPA",29.3
"728",2019,"Orlando Magic","THREEPA",32.1
"729",2019,"Detroit Pistons","THREEPA",34.8
"730",2019,"Miami Heat","THREEPA",32.4
"731",2019,"Chicago Bulls","THREEPA",25.9
"732",2019,"New York Knicks","THREEPA",29.5
"733",2019,"Cleveland Cavaliers","THREEPA",29.1
"734",2019,"Memphis Grizzlies","THREEPA",28.9
"735",2019,"League Average","THREEPA",32
"736",1996,"Chicago Bulls","TWOPA",67.6
"737",1996,"Seattle SuperSonics","TWOPA",58.6
"738",1996,"Orlando Magic","TWOPA",60.9
"739",1996,"Phoenix Suns","TWOPA",69.4
"740",1996,"Boston Celtics","TWOPA",66.9
"741",1996,"San Antonio Spurs","TWOPA",64.4
"742",1996,"Los Angeles Lakers","TWOPA",65.2
"743",1996,"Charlotte Hornets","TWOPA",62.2
"744",1996,"Dallas Mavericks","TWOPA",65.8
"745",1996,"Washington Bullets","TWOPA",65.9
"746",1996,"Houston Rockets","TWOPA",59.5
"747",1996,"Utah Jazz","TWOPA",65.9
"748",1996,"Golden State Warriors","TWOPA",67.1
"749",1996,"Sacramento Kings","TWOPA",64.6
"750",1996,"Los Angeles Clippers","TWOPA",64
"751",1996,"Portland Trail Blazers","TWOPA",65
"752",1996,"Indiana Pacers","TWOPA",63.8
"753",1996,"Atlanta Hawks","TWOPA",61.8
"754",1996,"Minnesota Timberwolves","TWOPA",68.6
"755",1996,"Denver Nuggets","TWOPA",67.2
"756",1996,"Toronto Raptors","TWOPA",66.2
"757",1996,"New York Knicks","TWOPA",62.2
"758",1996,"Miami Heat","TWOPA",59.6
"759",1996,"Milwaukee Bucks","TWOPA",66.3
"760",1996,"Detroit Pistons","TWOPA",58.2
"761",1996,"Philadelphia 76ers","TWOPA",60.7
"762",1996,"New Jersey Nets","TWOPA",73.2
"763",1996,"Cleveland Cavaliers","TWOPA",53.9
"764",1996,"Vancouver Grizzlies","TWOPA",65.3
"765",1996,"League Average","TWOPA",64.1
"766",1997,"Chicago Bulls","TWOPA",67.3
"767",1997,"Utah Jazz","TWOPA",64.8
"768",1997,"Phoenix Suns","TWOPA",64.4
"769",1997,"Seattle SuperSonics","TWOPA",58.9
"770",1997,"Houston Rockets","TWOPA",56.6
"771",1997,"Boston Celtics","TWOPA",68.7
"772",1997,"Philadelphia 76ers","TWOPA",67
"773",1997,"Los Angeles Lakers","TWOPA",62.7
"774",1997,"Golden State Warriors","TWOPA",63.5
"775",1997,"Washington Bullets","TWOPA",69.2
"776",1997,"Portland Trail Blazers","TWOPA",61.8
"777",1997,"Charlotte Hornets","TWOPA",60.5
"778",1997,"Denver Nuggets","TWOPA",60.7
"779",1997,"New Jersey Nets","TWOPA",69.8
"780",1997,"Los Angeles Clippers","TWOPA",65.3
"781",1997,"Sacramento Kings","TWOPA",67.7
"782",1997,"Minnesota Timberwolves","TWOPA",65.2
"783",1997,"Toronto Raptors","TWOPA",61.1
"784",1997,"New York Knicks","TWOPA",60.2
"785",1997,"Indiana Pacers","TWOPA",62.5
"786",1997,"Milwaukee Bucks","TWOPA",65.6
"787",1997,"Miami Heat","TWOPA",53.3
"788",1997,"Atlanta Hawks","TWOPA",54.5
"789",1997,"Detroit Pistons","TWOPA",56
"790",1997,"Orlando Magic","TWOPA",59
"791",1997,"Dallas Mavericks","TWOPA",62.6
"792",1997,"San Antonio Spurs","TWOPA",63.5
"793",1997,"Vancouver Grizzlies","TWOPA",63.2
"794",1997,"Cleveland Cavaliers","TWOPA",57.2
"795",1997,"League Average","TWOPA",62.5
"796",1998,"Los Angeles Lakers","TWOPA",62.5
"797",1998,"Minnesota Timberwolves","TWOPA",72.8
"798",1998,"Utah Jazz","TWOPA",66.4
"799",1998,"Seattle SuperSonics","TWOPA",59.6
"800",1998,"New Jersey Nets","TWOPA",73.1
"801",1998,"Phoenix Suns","TWOPA",67.1
"802",1998,"Houston Rockets","TWOPA",59.1
"803",1998,"Washington Wizards","TWOPA",71.5
"804",1998,"Chicago Bulls","TWOPA",71.2
"805",1998,"Vancouver Grizzlies","TWOPA",69.1
"806",1998,"Charlotte Hornets","TWOPA",66.3
"807",1998,"Indiana Pacers","TWOPA",63.3
"808",1998,"Los Angeles Clippers","TWOPA",63.7
"809",1998,"Boston Celtics","TWOPA",69.3
"810",1998,"Atlanta Hawks","TWOPA",65.1
"811",1998,"Miami Heat","TWOPA",58.3
"812",1998,"Toronto Raptors","TWOPA",69.8
"813",1998,"Milwaukee Bucks","TWOPA",69.5
"814",1998,"Portland Trail Blazers","TWOPA",65.2
"815",1998,"Detroit Pistons","TWOPA",66.3
"816",1998,"Philadelphia 76ers","TWOPA",68.3
"817",1998,"Sacramento Kings","TWOPA",71.7
"818",1998,"San Antonio Spurs","TWOPA",64.9
"819",1998,"Cleveland Cavaliers","TWOPA",65.9
"820",1998,"New York Knicks","TWOPA",64.3
"821",1998,"Dallas Mavericks","TWOPA",67.9
"822",1998,"Orlando Magic","TWOPA",67.7
"823",1998,"Denver Nuggets","TWOPA",67.3
"824",1998,"Golden State Warriors","TWOPA",75.5
"825",1998,"League Average","TWOPA",67
"826",1999,"Sacramento Kings","TWOPA",67.3
"827",1999,"Los Angeles Lakers","TWOPA",65
"828",1999,"Phoenix Suns","TWOPA",66
"829",1999,"Seattle SuperSonics","TWOPA",61.5
"830",1999,"Portland Trail Blazers","TWOPA",65.6
"831",1999,"Indiana Pacers","TWOPA",61.3
"832",1999,"Houston Rockets","TWOPA",57.7
"833",1999,"Denver Nuggets","TWOPA",61.3
"834",1999,"Utah Jazz","TWOPA",64.6
"835",1999,"Boston Celtics","TWOPA",68.1
"836",1999,"Minnesota Timberwolves","TWOPA",78.3
"837",1999,"Charlotte Hornets","TWOPA",59.7
"838",1999,"San Antonio Spurs","TWOPA",65.8
"839",1999,"Milwaukee Bucks","TWOPA",64
"840",1999,"Dallas Mavericks","TWOPA",68.8
"841",1999,"New Jersey Nets","TWOPA",69.6
"842",1999,"Washington Wizards","TWOPA",67.8
"843",1999,"Toronto Raptors","TWOPA",65.6
"844",1999,"Los Angeles Clippers","TWOPA",66.8
"845",1999,"Detroit Pistons","TWOPA",60.7
"846",1999,"Philadelphia 76ers","TWOPA",70.2
"847",1999,"Orlando Magic","TWOPA",65.4
"848",1999,"Miami Heat","TWOPA",55.2
"849",1999,"Vancouver Grizzlies","TWOPA",67.7
"850",1999,"Golden State Warriors","TWOPA",72.2
"851",1999,"Cleveland Cavaliers","TWOPA",60.5
"852",1999,"New York Knicks","TWOPA",62.3
"853",1999,"Atlanta Hawks","TWOPA",62.3
"854",1999,"Chicago Bulls","TWOPA",64.5
"855",1999,"League Average","TWOPA",65
"856",2000,"Sacramento Kings","TWOPA",68.7
"857",2000,"Detroit Pistons","TWOPA",66
"858",2000,"Dallas Mavericks","TWOPA",69.8
"859",2000,"Indiana Pacers","TWOPA",62.8
"860",2000,"Milwaukee Bucks","TWOPA",70.2
"861",2000,"Los Angeles Lakers","TWOPA",70.6
"862",2000,"Orlando Magic","TWOPA",74.9
"863",2000,"Houston Rockets","TWOPA",61.5
"864",2000,"Boston Celtics","TWOPA",68.5
"865",2000,"Seattle SuperSonics","TWOPA",65.1
"866",2000,"Denver Nuggets","TWOPA",67.2
"867",2000,"Phoenix Suns","TWOPA",67.4
"868",2000,"Minnesota Timberwolves","TWOPA",75.5
"869",2000,"Charlotte Hornets","TWOPA",67.5
"870",2000,"New Jersey Nets","TWOPA",67.2
"871",2000,"Portland Trail Blazers","TWOPA",64.7
"872",2000,"Toronto Raptors","TWOPA",69.6
"873",2000,"Cleveland Cavaliers","TWOPA",70.9
"874",2000,"Washington Wizards","TWOPA",70.6
"875",2000,"Utah Jazz","TWOPA",67.4
"876",2000,"San Antonio Spurs","TWOPA",67.2
"877",2000,"Golden State Warriors","TWOPA",74
"878",2000,"Philadelphia 76ers","TWOPA",74.8
"879",2000,"Miami Heat","TWOPA",64.1
"880",2000,"Atlanta Hawks","TWOPA",73.1
"881",2000,"Vancouver Grizzlies","TWOPA",67.6
"882",2000,"New York Knicks","TWOPA",66.3
"883",2000,"Los Angeles Clippers","TWOPA",67
"884",2000,"Chicago Bulls","TWOPA",62.8
"885",2000,"League Average","TWOPA",68.4
"886",2001,"Sacramento Kings","TWOPA",68.5
"887",2001,"Milwaukee Bucks","TWOPA",64.8
"888",2001,"Los Angeles Lakers","TWOPA",66
"889",2001,"Dallas Mavericks","TWOPA",65.4
"890",2001,"Toronto Raptors","TWOPA",70.8
"891",2001,"Orlando Magic","TWOPA",67.4
"892",2001,"Minnesota Timberwolves","TWOPA",72.8
"893",2001,"Seattle SuperSonics","TWOPA",66.8
"894",2001,"Houston Rockets","TWOPA",62
"895",2001,"Utah Jazz","TWOPA",66.3
"896",2001,"Denver Nuggets","TWOPA",66.3
"897",2001,"San Antonio Spurs","TWOPA",63
"898",2001,"Detroit Pistons","TWOPA",70.3
"899",2001,"Portland Trail Blazers","TWOPA",65.4
"900",2001,"Philadelphia 76ers","TWOPA",69.3
"901",2001,"Boston Celtics","TWOPA",59.2
"902",2001,"Phoenix Suns","TWOPA",69.5
"903",2001,"Washington Wizards","TWOPA",68.4
"904",2001,"Indiana Pacers","TWOPA",64.3
"905",2001,"Golden State Warriors","TWOPA",75.7
"906",2001,"Los Angeles Clippers","TWOPA",65.9
"907",2001,"Cleveland Cavaliers","TWOPA",71.6
"908",2001,"New Jersey Nets","TWOPA",66.7
"909",2001,"Charlotte Hornets","TWOPA",67.3
"910",2001,"Vancouver Grizzlies","TWOPA",68.2
"911",2001,"Atlanta Hawks","TWOPA",69.9
"912",2001,"Miami Heat","TWOPA",59.4
"913",2001,"New York Knicks","TWOPA",62
"914",2001,"Chicago Bulls","TWOPA",66.6
"915",2001,"League Average","TWOPA",66.9
"916",2002,"Dallas Mavericks","TWOPA",64.5
"917",2002,"Sacramento Kings","TWOPA",71.3
"918",2002,"Los Angeles Lakers","TWOPA",65.9
"919",2002,"Orlando Magic","TWOPA",63.8
"920",2002,"Minnesota Timberwolves","TWOPA",71.2
"921",2002,"Seattle SuperSonics","TWOPA",65.7
"922",2002,"Golden State Warriors","TWOPA",73.1
"923",2002,"Milwaukee Bucks","TWOPA",60.9
"924",2002,"Indiana Pacers","TWOPA",65.7
"925",2002,"San Antonio Spurs","TWOPA",62.8
"926",2002,"Portland Trail Blazers","TWOPA",65.3
"927",2002,"Boston Celtics","TWOPA",58.4
"928",2002,"New Jersey Nets","TWOPA",68.6
"929",2002,"Utah Jazz","TWOPA",67.5
"930",2002,"Los Angeles Clippers","TWOPA",67.3
"931",2002,"Cleveland Cavaliers","TWOPA",67.8
"932",2002,"Phoenix Suns","TWOPA",71.2
"933",2002,"Detroit Pistons","TWOPA",58.4
"934",2002,"Atlanta Hawks","TWOPA",66
"935",2002,"Charlotte Hornets","TWOPA",68.1
"936",2002,"Washington Wizards","TWOPA",71.7
"937",2002,"Houston Rockets","TWOPA",62.8
"938",2002,"Denver Nuggets","TWOPA",68.1
"939",2002,"New York Knicks","TWOPA",63.1
"940",2002,"Toronto Raptors","TWOPA",68.5
"941",2002,"Philadelphia 76ers","TWOPA",69.8
"942",2002,"Memphis Grizzlies","TWOPA",66.3
"943",2002,"Chicago Bulls","TWOPA",68.6
"944",2002,"Miami Heat","TWOPA",66.9
"945",2002,"League Average","TWOPA",66.5
"946",2003,"Dallas Mavericks","TWOPA",64.8
"947",2003,"Golden State Warriors","TWOPA",69.6
"948",2003,"Sacramento Kings","TWOPA",69.5
"949",2003,"Los Angeles Lakers","TWOPA",66.9
"950",2003,"Milwaukee Bucks","TWOPA",62.7
"951",2003,"Orlando Magic","TWOPA",63.1
"952",2003,"Minnesota Timberwolves","TWOPA",73.2
"953",2003,"Memphis Grizzlies","TWOPA",66.6
"954",2003,"Philadelphia 76ers","TWOPA",71.4
"955",2003,"Indiana Pacers","TWOPA",66.9
"956",2003,"New York Knicks","TWOPA",62.7
"957",2003,"San Antonio Spurs","TWOPA",61.3
"958",2003,"Phoenix Suns","TWOPA",68.6
"959",2003,"New Jersey Nets","TWOPA",67.6
"960",2003,"Portland Trail Blazers","TWOPA",65.1
"961",2003,"Chicago Bulls","TWOPA",69.7
"962",2003,"Utah Jazz","TWOPA",67.7
"963",2003,"Atlanta Hawks","TWOPA",64.5
"964",2003,"New Orleans Hornets","TWOPA",68.5
"965",2003,"Los Angeles Clippers","TWOPA",64.8
"966",2003,"Houston Rockets","TWOPA",63.3
"967",2003,"Boston Celtics","TWOPA",53.1
"968",2003,"Seattle SuperSonics","TWOPA",64.7
"969",2003,"Washington Wizards","TWOPA",68.1
"970",2003,"Cleveland Cavaliers","TWOPA",71.3
"971",2003,"Detroit Pistons","TWOPA",58.4
"972",2003,"Toronto Raptors","TWOPA",66.7
"973",2003,"Miami Heat","TWOPA",66.1
"974",2003,"Denver Nuggets","TWOPA",69.8
"975",2003,"League Average","TWOPA",66.1
"976",2004,"Dallas Mavericks","TWOPA",70.4
