Year,Team,G,MP,FG,FGA,FGP,THREEPM,THREEPA,THREEPP,TWOPM,TWOPA,TWOPP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GW
2000,Dallas Mavericks,82,240.6,39,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,40
2000,Indiana Pacers,82,240.6,37.2,81,0.459,7.1,18.1,0.392,30,62.8,0.478,19.9,24.5,0.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,56
2000,Milwaukee Bucks,82,242.1,38.7,83.3,0.465,4.8,13,0.369,33.9,70.2,0.483,19,24.2,0.786,12.4,28.9,41.3,22.6,8.2,4.6,15,24.6,101.2,42
2000,Los Angeles Lakers,82,241.5,38.3,83.4,0.459,4.2,12.8,0.329,34.1,70.6,0.482,20.1,28.9,0.696,13.6,33.4,47,23.4,7.5,6.5,13.9,22.5,100.8,67
2000,Orlando Magic,82,240.9,38.6,85.5,0.452,3.6,10.6,0.338,35.1,74.9,0.468,19.2,26.1,0.735,14,31,44.9,20.8,9.1,5.7,17.6,24,100.1,41
2000,Houston Rockets,82,241.8,36.6,81.3,0.45,7.1,19.8,0.358,29.5,61.5,0.48,19.2,26.2,0.733,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,34
2000,Boston Celtics,82,240.6,37.2,83.9,0.444,5.1,15.4,0.331,32.2,68.5,0.469,19.8,26.5,0.745,13.5,29.5,43,21.2,9.7,3.5,15.4,27.1,99.3,35
2000,Seattle SuperSonics,82,241.2,37.9,84.7,0.447,6.7,19.6,0.339,31.2,65.1,0.48,16.6,23.9,0.695,12.7,30.3,43,22.9,8,4.2,14,21.7,99.1,45
2000,Denver Nuggets,82,242.1,37.3,84.3,0.442,5.7,17,0.336,31.5,67.2,0.469,18.7,25.8,0.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99,35
2000,Phoenix Suns,82,241.5,37.7,82.6,0.457,5.6,15.2,0.368,32.1,67.4,0.477,17.9,23.6,0.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,53
2000,Minnesota Timberwolves,82,242.7,39.3,84.3,0.467,3,8.7,0.346,36.3,75.5,0.481,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,50
2000,Charlotte Hornets,82,241.2,35.8,79.7,0.449,4.1,12.2,0.339,31.7,67.5,0.469,22.7,30,0.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,49
2000,New Jersey Nets,82,241.8,36.3,83.9,0.433,5.8,16.8,0.347,30.5,67.2,0.454,19.5,24.9,0.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98,31
2000,Portland Trail Blazers,82,241.2,36.8,78.4,0.47,5,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43,23.5,7.7,4.8,15.2,22.7,97.5,59
2000,Toronto Raptors,82,240.9,36.3,83.9,0.433,5.2,14.3,0.363,31.2,69.6,0.447,19.3,25.2,0.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,45
2000,Cleveland Cavaliers,82,242.1,36.3,82.1,0.442,4.2,11.2,0.373,32.1,70.9,0.453,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97,32
2000,Washington Wizards,82,241.5,36.7,81.5,0.451,4.1,10.9,0.376,32.6,70.6,0.462,19.1,25.7,0.743,13,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,29
2000,Utah Jazz,82,240.9,36.1,77.8,0.464,4,10.4,0.385,32.1,67.4,0.476,20.3,26.2,0.773,11.4,29.6,41,24.9,7.7,5.4,14.9,24.5,96.5,55
2000,San Antonio Spurs,82,242.1,36,78,0.462,4,10.8,0.374,32,67.2,0.476,20.1,27,0.746,11.3,32.5,43.8,22.2,7.5,6.7,15,20.9,96.2,53
2000,Golden State Warriors,82,240.9,36.5,87.1,0.42,4.2,13,0.323,32.3,74,0.437,18.3,26.2,0.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,19
2000,Philadelphia 76ers,82,241.8,36.5,82.6,0.442,2.5,7.8,0.323,34,74.8,0.454,19.2,27.1,0.708,14,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,49
2000,Miami Heat,82,241.8,36.3,78.8,0.46,5.4,14.7,0.371,30.8,64.1,0.481,16.4,22.3,0.736,11.2,31.9,43.2,23.5,7.1,6.4,15,23.7,94.4,52
2000,Atlanta Hawks,82,241.8,36.6,83,0.441,3.1,9.9,0.317,33.4,73.1,0.458,18,24.2,0.743,14,31.3,45.3,18.9,6.1,5.6,15.4,21,94.3,28
2000,Vancouver Grizzlies,82,242.1,35.3,78.5,0.449,4,11,0.361,31.3,67.6,0.463,19.4,25.1,0.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,22
2000,New York Knicks,82,241.8,35.3,77.7,0.455,4.3,11.4,0.375,31,66.3,0.468,17.2,22,0.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,50
2000,Los Angeles Clippers,82,240.3,35.1,82.4,0.426,5.2,15.5,0.339,29.9,67,0.446,16.6,22.3,0.746,11.6,29,40.6,18,7,6,16.2,22.2,92,15
2000,Chicago Bulls,82,241.5,31.3,75.4,0.415,4.1,12.6,0.329,27.1,62.8,0.432,18.1,25.5,0.709,12.6,28.3,40.9,20.1,7.9,4.7,19,23.3,84.8,17
2001,Sacramento Kings,82,244.9,38.2,85,0.449,5.8,16.5,0.354,32.4,68.5,0.472,19.5,25.3,0.771,12,33,45,22.6,9.7,5.3,14.9,19.5,101.7,55
2001,Milwaukee Bucks,82,241.2,38,82.9,0.458,6.9,18.1,0.379,31.1,64.8,0.48,18,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,52
2001,Los Angeles Lakers,82,242.7,37.9,81.5,0.465,5.4,15.5,0.344,32.6,66,0.494,19.4,28.5,0.683,13.2,31.5,44.7,23,6.9,6,14.4,22.8,100.6,56
2001,Dallas Mavericks,82,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6,13.9,23.3,100.5,53
2001,Toronto Raptors,82,243.4,37.2,85,0.437,5.2,14.2,0.369,31.9,70.8,0.451,18.1,24.2,0.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,47
2001,Orlando Magic,82,243.4,36.7,83.8,0.438,6,16.4,0.364,30.8,67.4,0.456,18,25.2,0.714,13,29.9,42.9,22,8.2,5.9,15.2,25.3,97.5,43
2001,Minnesota Timberwolves,82,241.8,38.4,83.8,0.458,3.9,11,0.357,34.5,72.8,0.473,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,47
2001,Seattle SuperSonics,82,241.5,36.9,81.1,0.456,5.7,14.3,0.399,31.3,66.8,0.468,17.7,24.2,0.732,12.2,29.5,41.7,21.9,8,5,15.3,21.1,97.3,44
2001,Houston Rockets,82,241.8,35.9,79.2,0.453,6.1,17.2,0.357,29.7,62,0.48,19.3,25.4,0.758,11.2,30.8,42,19.7,7.2,4.4,14.7,20.2,97.2,45
2001,Utah Jazz,82,241.2,36.1,76.7,0.471,4,10.4,0.381,32.1,66.3,0.485,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,53
2001,Denver Nuggets,82,241.2,36.3,83.9,0.433,6.2,17.6,0.355,30.1,66.3,0.454,17.7,24,0.737,12.7,31.5,44.2,24,6.7,6.6,13.9,22.2,96.6,40
2001,San Antonio Spurs,82,241.8,35.2,76.4,0.461,5.4,13.3,0.407,29.7,63,0.472,20.4,28.5,0.715,11,33.1,44.1,21.7,6.9,7,14,18.9,96.2,58
2001,Detroit Pistons,82,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32,45.5,19.9,7.5,5.5,15.9,23.8,95.6,32
2001,Portland Trail Blazers,82,241.2,36.6,78.3,0.468,4.5,12.9,0.349,32.1,65.4,0.492,17.6,23.2,0.762,11.7,30.3,42,23.9,8.2,5.1,15.3,21.3,95.4,50
2001,Philadelphia 76ers,82,242.1,35.4,79.1,0.447,3.2,9.8,0.326,32.2,69.3,0.464,20.7,27.8,0.745,13.1,31.7,44.8,20.6,8.4,5,15.8,20.4,94.7,56
2001,Boston Celtics,82,241.8,33.8,79.1,0.428,7.2,19.9,0.363,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,36
2001,Phoenix Suns,82,241.5,35.9,82.4,0.436,4,12.9,0.315,31.9,69.5,0.458,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94,51
2001,Washington Wizards,82,240,34.5,78.7,0.439,3.4,10.3,0.324,31.2,68.4,0.456,20.8,27.4,0.759,12.4,28.9,41.3,20.1,7.7,4.7,17,23.3,93.2,19
2001,Indiana Pacers,82,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,41
2001,Golden State Warriors,82,241.2,35.8,87.5,0.409,3.4,11.8,0.293,32.4,75.7,0.427,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9,5,15.9,21.1,92.5,17
2001,Los Angeles Clippers,82,244.3,35.3,78.9,0.448,4.4,13,0.339,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6,6.3,15.8,21.6,92.5,31
2001,Cleveland Cavaliers,82,241.8,35.2,79.7,0.442,2.7,8,0.334,32.6,71.6,0.455,19,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,30
2001,New Jersey Nets,82,240.6,33.9,79.9,0.425,4.4,13.2,0.333,29.5,66.7,0.443,19.9,26.2,0.759,11.1,28.5,39.6,19.5,7.9,5,14.7,24.2,92.1,26
2001,Charlotte Hornets,82,242.4,34.1,79.3,0.431,4.1,12,0.346,30,67.3,0.446,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,46
2001,Vancouver Grizzlies,82,241.2,35,79.7,0.439,4,11.5,0.343,31,68.2,0.455,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,23
2001,Atlanta Hawks,82,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19,7.7,4.7,16.7,22.7,91,25
2001,Miami Heat,82,242.4,32.9,76.3,0.43,5.8,16.9,0.345,27,59.4,0.455,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21,88.9,50
2001,New York Knicks,82,242.7,33.6,75.6,0.444,4.8,13.6,0.351,28.8,62,0.465,16.8,21.1,0.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,48
2001,Chicago Bulls,82,242.1,33.2,78.2,0.424,4,11.6,0.346,29.2,66.6,0.438,17.2,23.3,0.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,15
2002,Dallas Mavericks,82,242.4,39,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,57
2002,Sacramento Kings,82,240.9,39.8,85.4,0.467,5.2,14.1,0.367,34.6,71.3,0.486,19.7,26.3,0.751,12.4,33,45.3,23.9,9,4.6,13.8,19,104.6,61
2002,Los Angeles Lakers,82,241.2,38.4,83.4,0.461,6.2,17.5,0.354,32.2,65.9,0.489,18.2,26.1,0.699,12.5,31.8,44.3,23,7.6,5.8,12.7,22.2,101.3,58
2002,Orlando Magic,82,241.8,37.6,84.1,0.448,7.6,20.2,0.373,30.1,63.8,0.471,17.6,23.4,0.754,11.5,29.8,41.2,22,8.1,4.7,13.6,20.7,100.5,44
2002,Minnesota Timberwolves,82,241.5,38.7,84,0.461,4.8,12.8,0.378,33.9,71.2,0.476,17.1,21.4,0.798,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,50
2002,Seattle SuperSonics,82,241.8,38.2,81.5,0.469,6,15.8,0.378,32.2,65.7,0.49,15.4,20.4,0.755,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,97.7,45
2002,Golden State Warriors,82,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23,97.7,21
2002,Milwaukee Bucks,82,242.7,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,41
2002,Indiana Pacers,82,242.7,35.8,80.2,0.446,4.9,14.6,0.339,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23,8,5.3,15.2,22.9,96.8,42
2002,San Antonio Spurs,82,242.1,35.5,77.6,0.458,5.3,14.8,0.362,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,42.4,20,7.6,6.5,14.4,19.2,96.7,58
2002,Portland Trail Blazers,82,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43,23.5,8.6,4.5,14.3,19.7,96.6,49
2002,Boston Celtics,82,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,42.2,21,9.7,3.6,13.6,21.7,96.4,49
2002,New Jersey Nets,82,241.8,37.1,83.1,0.446,4.9,14.6,0.338,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,43.3,24.3,8.7,6,14.5,21.1,96.2,52
2002,Utah Jazz,82,241.8,35,77.7,0.45,3.4,10.3,0.333,31.6,67.5,0.468,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24,96,44
2002,Los Angeles Clippers,82,241.5,36.2,81.3,0.445,5,14,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,39
2002,Cleveland Cavaliers,82,242.1,36,80.3,0.448,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7,5.7,14.6,21.4,95.3,29
2002,Phoenix Suns,82,241.8,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,36
2002,Detroit Pistons,82,240,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18,23.8,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,50
2002,Atlanta Hawks,82,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94,33
2002,Charlotte Hornets,82,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8,5.6,14,21.3,93.9,44
2002,Washington Wizards,82,240.6,35.8,81.3,0.441,3.7,9.6,0.388,32.1,71.7,0.448,17.4,22.8,0.765,12.9,29.2,42,20.9,7,4.3,13,21.5,92.8,37
2002,Houston Rockets,82,243.7,34.6,80.8,0.428,6,18,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18,92.3,28
2002,Denver Nuggets,82,241.5,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,27
2002,New York Knicks,82,241.5,34.4,79.5,0.432,5.8,16.4,0.353,28.6,63.1,0.453,17.1,21.8,0.787,10.7,30,40.7,21,6.8,3.5,14.5,22,91.6,30
2002,Toronto Raptors,82,240.9,35.6,82,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,42
2002,Philadelphia 76ers,82,240.6,34.2,78.5,0.436,2.6,8.7,0.299,31.6,69.8,0.453,20,25.7,0.779,13.3,30.9,44.2,20,8.6,4.4,15.3,20.1,91,43
2002,Memphis Grizzlies,82,241.2,34.8,79.7,0.436,4.1,13.4,0.307,30.7,66.3,0.462,16.3,23,0.708,12,29.4,41.4,21.8,7.9,6,16.4,19.2,89.9,23
2002,Chicago Bulls,82,241.5,34.3,79.2,0.433,3.7,10.6,0.346,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40,22.2,7.7,4.4,15.3,22.4,89.5,21
2002,Miami Heat,82,243,34.2,77.8,0.439,3.8,11,0.347,30.4,66.9,0.454,15.1,20.8,0.724,11,31,42,20.3,6.7,5.5,14.8,22.5,87.2,36
2003,Dallas Mavericks,82,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31,42.1,22.4,8.1,5.5,11.6,21.1,103,60
2003,Golden State Warriors,82,240.9,37.3,84.6,0.441,5.2,15.1,0.344,32.1,69.6,0.462,22.6,29,0.778,15.7,31,46.7,20.9,7.2,6.2,15.8,21.8,102.4,38
2003,Sacramento Kings,82,241.8,39.5,85.2,0.464,6,15.7,0.381,33.5,69.5,0.482,16.7,22.3,0.746,11,33.5,44.5,24.8,9,5.6,14.5,20.3,101.7,59
2003,Los Angeles Lakers,82,243,37.7,83.6,0.451,5.9,16.7,0.356,31.8,66.9,0.475,19,26,0.734,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4,50
2003,Milwaukee Bucks,82,242.7,37.1,81.3,0.457,7.1,18.6,0.383,30,62.7,0.478,18.1,23.3,0.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,42
2003,Orlando Magic,82,241.5,35.9,82.5,0.436,6.9,19.4,0.357,29,63.1,0.46,19.7,25.4,0.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23,98.5,42
2003,Minnesota Timberwolves,82,241.5,38.7,83,0.466,3.6,9.8,0.368,35.1,73.2,0.479,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,51
2003,Memphis Grizzlies,82,243,37.2,82.2,0.452,5.7,15.6,0.365,31.5,66.6,0.473,17.4,23.6,0.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5,28
2003,Philadelphia 76ers,82,242.1,36.3,81,0.448,3,9.6,0.311,33.3,71.4,0.466,21.3,27.5,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22,96.8,48
2003,Indiana Pacers,82,242.7,35.5,80.6,0.441,4.6,13.6,0.339,30.9,66.9,0.461,21.2,27.7,0.766,12.2,32,44.2,23.3,8.5,5.4,14.8,22.1,96.8,48
2003,New York Knicks,82,242.1,36.2,82,0.441,7.4,19.3,0.383,28.8,62.7,0.459,16.1,19.8,0.815,10.3,29,39.2,22,7.1,3.1,14,23,95.9,37
2003,San Antonio Spurs,82,241.8,35.5,76.8,0.462,5.5,15.5,0.354,30,61.3,0.489,19.4,26.8,0.725,11.5,31.2,42.6,20,7.7,6.5,15.8,20.4,95.8,60
2003,Phoenix Suns,82,241.5,36.6,82.6,0.443,4.8,14,0.343,31.8,68.6,0.464,17.4,23.5,0.742,12.8,29.8,42.5,21,8.1,4.9,14.7,22,95.5,44
2003,New Jersey Nets,82,240.9,35.4,80.3,0.441,4.2,12.7,0.332,31.2,67.6,0.462,20.3,26.8,0.757,12.1,30.8,42.9,23,8.7,4.6,14.8,21.6,95.4,49
2003,Portland Trail Blazers,82,242.1,36.4,79.2,0.46,4.6,14,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29,41.1,22.7,8.8,3.9,15.2,19.9,95.2,50
2003,Chicago Bulls,82,243,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12,31,43,21.7,7.4,5.6,16.9,24.7,95,30
2003,Utah Jazz,82,241.2,35.3,75.5,0.468,2.7,7.8,0.349,32.6,67.7,0.481,21.3,28.6,0.745,12.5,29,41.5,25.6,8.6,5.7,16.8,22.4,94.7,47
2003,Atlanta Hawks,82,242.7,34.9,78.5,0.444,4.9,13.9,0.352,30,64.5,0.464,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,35
2003,New Orleans Hornets,82,242.7,35.5,81.6,0.435,4.9,13.1,0.376,30.6,68.5,0.447,17.9,23.3,0.768,13.4,30.2,43.6,22,8,4.8,14.8,21.6,93.9,47
2003,Los Angeles Clippers,82,240.9,34.6,79.1,0.437,4.8,14.4,0.331,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30,42.3,19.6,7,5.6,15.7,21.8,93.8,27
2003,Houston Rockets,82,243,34.6,78.8,0.44,5.4,15.5,0.346,29.3,63.3,0.462,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6,15.6,19.5,93.8,43
2003,Boston Celtics,82,241.8,32.9,79.4,0.415,8.8,26.3,0.334,24.2,53.1,0.455,18,24.3,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14,21.4,92.7,44
2003,Seattle SuperSonics,82,242.1,35.2,80.5,0.437,5.6,15.7,0.353,29.6,64.7,0.458,16.2,21.7,0.744,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9,92.1,40
2003,Washington Wizards,82,241.8,34.3,78,0.44,3.1,9.9,0.312,31.3,68.1,0.459,19.7,25.3,0.779,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20,91.5,37
2003,Cleveland Cavaliers,82,241.8,34.8,82.3,0.422,3.6,10.9,0.327,31.2,71.3,0.437,18.3,24.5,0.747,13.6,31,44.6,20.9,7.8,6.4,18.3,22.7,91.4,17
2003,Detroit Pistons,82,242.7,32.9,76.5,0.43,6.5,18.1,0.358,26.4,58.4,0.452,19,24.6,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,50
2003,Toronto Raptors,82,241.5,34.7,81.3,0.427,5,14.5,0.343,29.7,66.7,0.446,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9,24
2003,Miami Heat,82,241.8,32.8,79.5,0.412,4.2,13.4,0.316,28.5,66.1,0.432,15.8,20.6,0.765,11.6,30,41.6,18.3,7.2,4,14.2,22.6,85.6,25
2003,Denver Nuggets,82,240.6,32.8,79.8,0.411,2.8,10,0.278,30,69.8,0.43,15.8,22.6,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2,17
2004,Dallas Mavericks,82,241.5,40.5,88.2,0.459,6.2,17.8,0.348,34.3,70.4,0.488,18,22.6,0.796,14.3,31,45.3,23.9,8,5.3,12.2,19.6,105.2,52
2004,Sacramento Kings,82,241.2,37.8,81.8,0.462,7.3,18.3,0.401,30.5,63.6,0.48,19.8,24.9,0.795,10.8,30.4,41.2,26.2,8.7,4,13.9,19.3,102.8,55
2004,Los Angeles Lakers,82,242.1,36.9,81.4,0.454,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,56
2004,Milwaukee Bucks,82,241.2,36.2,81.1,0.447,4.9,14,0.35,31.3,67.1,0.467,20.7,26.7,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98,41
