Year,Team,G,MP,FG,FGA,FGP,THREEPM,THREEPA,THREEPP,TWOPM,TWOPA,TWOPP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GW
2008,Los Angeles Lakers,82,241.2,39.6,83.1,0.476,8.1,21.4,0.378,31.5,61.8,0.51,21.3,27.7,0.769,11,33.2,44.1,24.4,8,5.3,14.1,20.6,108.6,57
2008,Utah Jazz,82,240.3,40,80.4,0.497,5,13.4,0.372,35,67,0.522,21.3,28,0.759,11.5,29.4,40.9,26.4,8.7,4.3,14.6,24,106.2,54
2008,Orlando Magic,82,241.2,37.3,78.6,0.474,9.8,25.3,0.386,27.5,53.3,0.516,20.1,27.9,0.721,9.4,32.6,42,20.8,6.3,4.1,14.3,20.6,104.5,52
2008,Indiana Pacers,82,240.9,37.8,85.3,0.444,9.2,24.6,0.374,28.6,60.6,0.472,19.1,24.9,0.768,11,32.1,43.1,22.7,7.6,5,15.1,23.4,104,36
2008,Sacramento Kings,82,241.8,37.1,80,0.464,6.2,16.7,0.373,30.9,63.3,0.488,22.1,27.7,0.798,10.1,30,40.1,19.1,7.9,4.1,16.1,22.4,102.5,38
2008,New Orleans Hornets,82,241.5,38.6,82.9,0.466,7.7,19.8,0.389,30.9,63.1,0.49,16,20.8,0.769,11.4,30.4,41.8,21.8,7.8,3.9,11.9,18.7,100.9,56
2008,Memphis Grizzlies,82,241.5,37.3,82.2,0.454,7.6,21.7,0.349,29.8,60.5,0.492,18.5,25.6,0.723,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7,22
2008,Boston Celtics,82,240.9,36.4,76.7,0.475,7.3,19.1,0.381,29.1,57.6,0.506,20.5,26.5,0.771,10.1,31.9,42,22.4,8.5,4.6,15.2,22.7,100.5,66
2008,Dallas Mavericks,82,240.6,36.9,79.5,0.464,6,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43,21,6,4.9,12.6,21.8,100.4,51
2008,Toronto Raptors,82,241.8,38.4,82,0.468,7,17.8,0.392,31.4,64.2,0.489,16.4,20.2,0.812,9.6,30.4,40.1,23.8,7,4.1,11.7,19.5,100.2,41
2008,Washington Wizards,82,242.7,36.4,81.6,0.446,7,19.7,0.356,29.4,62,0.475,19,24.3,0.782,12.3,29.3,41.6,19.6,7.7,4.8,13.2,19.6,98.8,43
2008,Atlanta Hawks,82,242.1,36.3,79.9,0.454,4.7,13.1,0.356,31.6,66.8,0.473,21,27.2,0.772,12.3,29.9,42.2,22,7.3,5.5,14.9,20.4,98.2,37
2008,Seattle SuperSonics,82,241.8,38.1,85.8,0.444,3.8,11.5,0.333,34.3,74.3,0.462,17.5,22.8,0.77,11.8,32.8,44.6,21.3,6.5,4.9,16,20.5,97.5,20
2008,Detroit Pistons,82,240.6,36.6,79.9,0.458,5.9,16.2,0.366,30.6,63.7,0.481,18.4,24,0.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5,59
2008,Chicago Bulls,82,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.756,12.8,30.2,43,22.1,7.7,5.2,14.6,21.8,97.3,33
2008,Charlotte Bobcats,82,242.4,36.1,79.9,0.452,6.5,17.6,0.367,29.6,62.3,0.476,18.4,25.8,0.714,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1,32
2008,Milwaukee Bucks,82,242.1,36.9,82.3,0.449,5.5,16,0.344,31.4,66.2,0.474,17.7,24.1,0.733,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,97,26
2008,New York Knicks,82,242.4,36.2,82.4,0.439,6,17.7,0.337,30.2,64.7,0.467,18.6,25.5,0.727,12.5,30,42.5,18.7,6.4,2.6,14.5,21.5,96.9,23
2008,Houston Rockets,82,240.6,36.6,81.7,0.448,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,55
2008,Philadelphia 76ers,82,240.9,37.3,81.1,0.46,3.7,11.6,0.317,33.6,69.5,0.483,18.4,26.1,0.706,13,28.9,41.9,20.4,8.7,4.9,14.3,19.8,96.6,40
2008,Cleveland Cavaliers,82,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.463,18,25.1,0.717,13.3,31.3,44.6,20,7.1,5.2,14,20.9,96.4,45
2008,New Jersey Nets,82,241.8,34.8,78.7,0.443,6.1,17.4,0.348,28.8,61.2,0.47,20.1,27.3,0.736,11.1,30.7,41.9,23.5,6.4,4.8,15,22.6,95.8,34
2008,Minnesota Timberwolves,82,240.6,37.5,83.1,0.451,5.4,15.4,0.35,32.1,67.8,0.474,15.2,20.6,0.736,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23,95.6,22
2008,San Antonio Spurs,82,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,58.7,0.487,16.5,21.6,0.761,9.4,31.9,41.3,21,6.4,4.1,12.6,18.7,95.4,41
2008,Portland Trail Blazers,82,242.7,35.8,79.8,0.448,6.6,17.4,0.377,29.2,62.4,0.468,17.2,22.5,0.767,11,29.7,40.7,21.1,5.5,4.4,12.9,20,95.4,56
2008,Los Angeles Clippers,82,241.5,34.4,78.6,0.438,4.3,13.2,0.324,30.1,65.4,0.46,20.8,26.6,0.781,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8,23
2008,Miami Heat,82,241.8,34.2,77.3,0.443,6,16.7,0.358,28.3,60.5,0.467,16.9,23.2,0.727,9.1,28.6,37.6,20,7.2,4.3,14.7,20.4,91.4,15
2009,Phoenix Suns,82,240.9,41.1,81.6,0.504,6.7,17.6,0.383,34.4,64,0.537,20.4,27.5,0.744,11,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4,46
2009,Golden State Warriors,82,242.4,39.4,86,0.458,6.7,18,0.373,32.7,68,0.48,23.1,29.2,0.791,11.6,30.4,42,20.9,7.8,6.4,14.6,22.5,108.6,29
2009,Los Angeles Lakers,82,241.2,40.3,85.1,0.474,6.7,18.5,0.361,33.7,66.6,0.505,19.6,25.5,0.77,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9,65
2009,New York Knicks,82,241.5,38.5,86.5,0.445,10,27.9,0.36,28.5,58.6,0.486,18.2,23.2,0.784,11.1,31,42.1,21.2,7.4,2.5,14.3,20.4,105.2,32
2009,Indiana Pacers,82,241.8,39.3,86.3,0.455,8,21,0.378,31.3,65.3,0.48,18.6,23,0.807,11.3,32.5,43.7,21.6,7,5.3,14.5,23.1,105.1,36
2009,Denver Nuggets,82,240.6,37.3,79.4,0.47,6.7,18,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11,30.6,41.6,22.2,8.7,6,15.3,22.9,104.3,54
2009,Utah Jazz,82,242.4,38.3,80.8,0.475,4.8,13.7,0.349,33.5,67.1,0.5,22.1,28.7,0.771,11.5,29.5,41,24.7,8.8,4.6,14.8,22.3,103.6,48
2009,Chicago Bulls,82,243,38.1,83.5,0.457,6,15.8,0.381,32.1,67.7,0.474,19.9,25,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,41
2009,Dallas Mavericks,82,241.5,38.1,82.6,0.462,7,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,50
2009,Orlando Magic,82,240.6,35.7,78.2,0.457,10,26.2,0.381,25.8,52.1,0.495,19.6,27.5,0.715,10,33.3,43.3,19.4,7,5.4,13.9,20.3,101,59
2009,Boston Celtics,82,242.4,37.5,77.2,0.486,6.6,16.5,0.397,30.9,60.7,0.51,19.4,25.3,0.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9,62
2009,Sacramento Kings,82,242.7,36.5,81.5,0.447,7.1,19.4,0.368,29.3,62.1,0.472,20.5,25.7,0.798,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,100.6,17
2009,Cleveland Cavaliers,82,241.2,36.9,78.7,0.468,8,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3,66
2009,Portland Trail Blazers,82,241.8,36.8,79.2,0.465,7.3,19,0.383,29.5,60.2,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4,54
2009,Milwaukee Bucks,82,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22,7.4,3.8,14.1,24.2,99.3,34
2009,Toronto Raptors,82,241.5,37.2,81.4,0.458,5.8,15.7,0.372,31.4,65.7,0.478,18.7,22.7,0.824,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99,33
2009,Houston Rockets,82,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43,20.3,6.7,4.3,14.1,18.9,98.4,53
2009,Miami Heat,82,243.4,37,81,0.457,7.1,19.9,0.357,29.9,61.2,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3,43
2009,Atlanta Hawks,82,240.3,36,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40,20.2,7.4,4.6,12.8,19.6,98.1,47
2009,New Jersey Nets,82,241.8,35.7,79.7,0.448,8,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20,6.8,4.8,13.1,22.4,98.1,34
2009,Minnesota Timberwolves,82,241.5,36.4,82.5,0.441,6.6,18.8,0.353,29.8,63.7,0.467,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8,24
2009,Philadelphia 76ers,82,240.9,36.5,79.7,0.459,4.2,13.1,0.318,32.4,66.6,0.486,20.1,27,0.745,12.7,28.5,41.2,20.1,8,5.1,14.1,20.1,97.4,41
2009,San Antonio Spurs,82,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,59.9,0.492,15.2,20,0.761,8.9,32.2,41,21.2,5.8,4,11.7,18.9,97,54
2009,Oklahoma City Thunder,82,241.5,36.6,81.9,0.447,4,11.6,0.346,32.6,70.3,0.463,19.8,25.2,0.786,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,97,23
2009,Washington Wizards,82,240.3,36.5,81.2,0.45,4.8,14.6,0.33,31.7,66.5,0.476,18.2,23.8,0.767,11.7,28.4,40.1,20,7.5,4.5,14,20.5,96.1,19
2009,New Orleans Hornets,82,240.9,35.5,77.6,0.457,6.8,18.6,0.364,28.7,59,0.487,18,22.4,0.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,95.8,49
2009,Los Angeles Clippers,82,242.4,36,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29,39.8,21,7,5.9,14.9,20.1,95.1,19
2009,Detroit Pistons,82,242.7,36.4,80,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,41.4,20.6,6,4.6,11.9,20.9,94.2,39
2009,Memphis Grizzlies,82,241.5,34.9,77,0.454,4.9,13.5,0.36,30.1,63.5,0.474,19.1,25.3,0.756,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,93.9,24
2009,Charlotte Bobcats,82,243,35,76.8,0.455,6,16.3,0.366,29,60.5,0.479,17.7,24,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,35
2010,Phoenix Suns,82,240.6,40.7,82.8,0.492,8.9,21.6,0.412,31.8,61.2,0.52,19.9,25.8,0.77,11.1,31.9,43,23.3,5.8,5.1,14.8,20.9,110.2,54
2010,Golden State Warriors,82,240.6,40.6,86.5,0.469,7.7,20.6,0.375,32.9,65.9,0.499,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23,108.8,26
2010,Denver Nuggets,82,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21,8.3,5.1,13.9,22.5,106.5,53
2010,Utah Jazz,82,240.9,39.4,80.2,0.491,5.4,14.7,0.364,34,65.5,0.519,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,104.2,53
2010,Toronto Raptors,82,241.2,39,80.9,0.482,6.3,17,0.371,32.7,63.8,0.512,19.7,25.8,0.764,9.8,30.6,40.4,22,5.7,4.7,13.4,22.2,104.1,40
2010,Orlando Magic,82,240.6,36.6,78,0.47,10.3,27.3,0.375,26.4,50.6,0.521,19.2,26.5,0.724,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,102.8,59
2010,Memphis Grizzlies,82,242.7,39.3,83.8,0.469,4.2,12.4,0.337,35.1,71.4,0.492,19.7,26.9,0.733,13,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5,40
2010,Houston Rockets,82,242.7,37.7,84.4,0.447,7.9,22.4,0.351,29.9,62,0.481,19,24.7,0.772,11.8,30.1,42,21.8,7.1,3.9,14.5,20.9,102.4,42
2010,Cleveland Cavaliers,82,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1,61
2010,New York Knicks,82,242.4,38.1,83.9,0.455,9.1,26.2,0.346,29.1,57.7,0.504,16.8,21.5,0.782,10.2,30.2,40.4,21.6,7.1,3.7,14,20,102.1,29
2010,Dallas Mavericks,82,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102,55
2010,Los Angeles Lakers,82,241.8,38.3,83.8,0.457,6.5,19,0.341,31.9,64.8,0.492,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7,57
2010,Atlanta Hawks,82,242.1,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5,12,19.9,101.7,53
2010,Oklahoma City Thunder,82,241.5,37.4,80.8,0.462,5.1,15,0.34,32.3,65.9,0.49,21.7,27,0.805,11.7,31.8,43.5,20,8,5.9,15,21.3,101.5,50
2010,San Antonio Spurs,82,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24,0.74,10.8,32,42.8,22.3,6.3,4.6,13.6,20.4,101.4,50
2010,Indiana Pacers,82,240.3,36.8,83.2,0.443,8,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15,22.5,100.8,32
2010,New Orleans Hornets,82,241.8,38.8,83.4,0.464,7,19.2,0.363,31.8,64.3,0.495,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2,37
2010,Sacramento Kings,82,242.4,38.3,84.1,0.456,5.9,16.9,0.349,32.5,67.2,0.483,17.4,24,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15,22.3,100,25
2010,Boston Celtics,82,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31,59.3,0.523,19,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2,50
2010,Minnesota Timberwolves,82,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33,70,0.471,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2,15
2010,Portland Trail Blazers,82,242.1,36.3,78.7,0.461,6,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1,50
2010,Philadelphia 76ers,82,241.5,37.6,81.8,0.46,5.8,16.8,0.343,31.9,64.9,0.491,16.7,22,0.756,11.5,29.5,41,21,8.1,5.4,14.5,20.5,97.7,27
2010,Milwaukee Bucks,82,243.7,37.2,85.3,0.436,7.9,22.1,0.356,29.3,63.2,0.464,15.4,20.4,0.755,11.8,31.2,43,21.2,7.1,4.7,13.2,22.2,97.7,46
2010,Chicago Bulls,82,242.7,37.6,83.2,0.451,4.3,13,0.33,33.3,70.2,0.474,18,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5,41
2010,Miami Heat,82,242.4,36.4,79.5,0.458,6,17.4,0.346,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5,47
2010,Washington Wizards,82,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.471,17.6,23.1,0.762,11.8,30,41.8,19,6,5.1,14.9,21.4,96.2,26
2010,Los Angeles Clippers,82,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7,29
2010,Charlotte Bobcats,82,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3,44
2010,Detroit Pistons,82,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94,27
2010,New Jersey Nets,82,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.454,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7,4.8,14.4,20,92.4,12
2011,Denver Nuggets,82,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42,22.1,7.4,4.3,14.1,21,107.5,50
2011,New York Knicks,82,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5,42
2011,Houston Rockets,82,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20,105.9,43
2011,Phoenix Suns,82,244,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18,23.6,0.759,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105,40
2011,Oklahoma City Thunder,82,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8,55
2011,San Antonio Spurs,82,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7,61
2011,Golden State Warriors,82,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4,36
2011,Miami Heat,82,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1,58
2011,Los Angeles Lakers,82,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44,22,7.3,5.1,13.1,19,101.5,57
2011,Minnesota Timberwolves,82,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1,17
2011,Dallas Mavericks,82,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2,57
2011,Memphis Grizzlies,82,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9,46
2011,Indiana Pacers,82,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8,37
2011,Utah Jazz,82,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4,39
2011,Sacramento Kings,82,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4,24
2011,Orlando Magic,82,241.8,36,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,43.2,20,6.7,4.7,14.9,20,99.2,52
2011,Toronto Raptors,82,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22,99.1,22
2011,Philadelphia 76ers,82,243,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99,41
2011,Los Angeles Clippers,82,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6,32
2011,Chicago Bulls,82,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20,98.6,62
2011,Washington Wizards,82,243,37.2,84,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3,23
2011,Detroit Pistons,82,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4,13,19.9,97,30
2011,Boston Celtics,82,241.2,36.9,75.8,0.486,5,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31,38.8,23.4,8.2,4.2,14.6,20.5,96.5,56
2011,Portland Trail Blazers,82,241.5,36,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.477,18,22.4,0.804,12.1,27.2,39.3,21.2,8,4.4,13,19.3,96.3,48
2011,Cleveland Cavaliers,82,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21,6.6,4.2,14.2,20.1,95.5,19
2011,Atlanta Hawks,82,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61,0.494,16.4,21.1,0.779,9.3,30,39.3,22,6.1,4.2,13.6,19,95,44
2011,New Orleans Hornets,82,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9,46
2011,New Jersey Nets,82,244,35.6,81,0.44,5.6,16.3,0.343,30,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21,5.6,4.7,14,22,94.2,24
2011,Charlotte Bobcats,82,241.5,35,77.6,0.451,4.8,14.7,0.327,30.2,63,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20,93.3,34
2011,Milwaukee Bucks,82,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9,35
2012,Denver Nuggets,66,243,39,81.9,0.476,6.6,19.9,0.332,32.4,62,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24,8.2,5,15.4,19.7,104.1,38
2012,San Antonio Spurs,66,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43,23.2,7.4,4.4,13.6,17.3,103.7,50
