Team,Year,THREEP,THREEPA,THREEPP,TWOP,TWOPA,TWOPP
Atlanta Hawks,1980,0.158536585,0.914634146,0.001487805,39.6097561,84.7804878,0.005695122
Atlanta Hawks,1981,0.12195122,1,0.002670732,40.01219512,82.73170732,0.005902439
Atlanta Hawks,1982,0.341463415,1.56097561,0.002914634,38.80487805,81.07317073,0.005841463
Atlanta Hawks,1983,0.548780488,2.292682927,0.002646341,40.32926829,84.85365854,0.005792683
Atlanta Hawks,1984,0.280487805,1.292682927,0.003792683,39.1097561,81.74390244,0.005829268
Atlanta Hawks,1985,0.890243902,2.865853659,0.002426829,41.1097561,83.95121951,0.00597561
Atlanta Hawks,1986,0.402439024,2.024390244,0.003878049,41.63414634,83.69512195,0.006060976
Atlanta Hawks,1987,1.646341463,5.182926829,0.003670732,40.24390244,81.90243902,0.005987805
Atlanta Hawks,1988,1.036585366,3.43902439,0.003378049,40.95121951,83.17073171,0.006
Atlanta Hawks,1989,1.341463415,4.841463415,0.003682927,40.26829268,83.32926829,0.005890244
Atlanta Hawks,1990,1.512195122,5.012195122,0.00395122,40.15853659,80.58536585,0.006073171
Atlanta Hawks,1991,3.304878049,10.19512195,0.003817073,37.53658537,77.8902439,0.005878049
Atlanta Hawks,1992,2.56097561,8.182926829,0.004329268,40.02439024,82.98780488,0.005878049
Atlanta Hawks,1993,4.658536585,13.12195122,0.003939024,36.70731707,75.56097561,0.005926829
Atlanta Hawks,1994,3.268292683,10.12195122,0.004158537,36.32926829,75.7195122,0.005853659
Atlanta Hawks,1995,6.573170732,19.26829268,0.004329268,29.84146341,62.19512195,0.005853659
Atlanta Hawks,1996,6.902439024,19.45121951,0.004378049,29.5,61.82926829,0.005817073
Atlanta Hawks,1997,8.036585366,22.36585366,0.00404878,26.25609756,54.54878049,0.005865854
Atlanta Hawks,1998,4.109756098,12.3902439,0.00612,31.09756098,65.07317073,0.005829268
Atlanta Hawks,1999,3.94,12.88,0.003865854,26.84,62.32,0.00862
Atlanta Hawks,2000,3.146341463,9.926829268,0.004353659,33.43902439,73.08536585,0.005585366
Atlanta Hawks,2001,4.06097561,11.37804878,0.004317073,31.01219512,69.93902439,0.005402439
Atlanta Hawks,2002,5.158536585,14.56097561,0.004292683,30.2195122,66.04878049,0.005585366
Atlanta Hawks,2003,4.902439024,13.91463415,0.004085366,29.96341463,64.54878049,0.005658537
Atlanta Hawks,2004,5.109756098,15.23170732,0.003804878,29.3902439,64.3902439,0.005560976
Atlanta Hawks,2005,3.707317073,11.86585366,0.00447561,32.17073171,69.5,0.005646341
Atlanta Hawks,2006,5.170731707,14.07317073,0.004012195,30.75609756,65.14634146,0.005756098
Atlanta Hawks,2007,4.158536585,12.65853659,0.004341463,30.36585366,65.04878049,0.005695122
Atlanta Hawks,2008,4.682926829,13.14634146,0.004463415,31.59756098,66.75609756,0.005768293
Atlanta Hawks,2009,7.280487805,19.91463415,0.004390244,28.76829268,58.75609756,0.00597561
Atlanta Hawks,2010,6.390243902,17.74390244,0.004292683,32.40243902,65.19512195,0.006060976
Atlanta Hawks,2011,6.12195122,17.40243902,0.005606061,30.1097561,61,0.00602439
Atlanta Hawks,2012,7.454545455,20.15151515,0.00452439,29.34848485,60.87878788,0.00730303
Atlanta Hawks,2013,8.609756098,23.18292683,0.008086957,29,57.84146341,0.006109756
Atlanta Hawks,2014,9.282608696,24.95652174,0.004682927,29.04347826,57.97826087,0.010891304
Boston Celtics,1980,1.975609756,5.146341463,0.003292683,42.13414634,84.93902439,0.00604878
Boston Celtics,1981,0.792682927,2.93902439,0.003243902,42.87804878,83.63414634,0.006256098
Boston Celtics,1982,0.597560976,2.243902439,0.002560976,44,87.19512195,0.006158537
Boston Celtics,1983,0.475609756,2.268292683,0.002926829,44.7804878,89.76829268,0.006085366
Boston Celtics,1984,0.670731707,2.792682927,0.004341463,43.42682927,85.43902439,0.006195122
Boston Celtics,1985,1.341463415,3.768292683,0.004280488,44.03658537,85.56097561,0.006280488
Boston Celtics,1986,1.682926829,4.792682927,0.004463415,43.65853659,84.37804878,0.006304878
Boston Celtics,1987,2.524390244,6.890243902,0.004682927,41.92682927,79.09756098,0.006463415
Boston Celtics,1988,3.304878049,8.597560976,0.003073171,40.58536585,75.6097561,0.00654878
Boston Celtics,1989,0.951219512,3.768292683,0.003195122,41.97560976,83.34146341,0.006146341
Boston Celtics,1990,1.292682927,4.926829268,0.003841463,42.15853659,82.24390244,0.006256098
Boston Celtics,1991,1.329268293,4.219512195,0.003731707,43.73170732,83.75609756,0.006365854
Boston Celtics,1992,1.341463415,4.37804878,0.0035,41.86585366,83.37804878,0.006121951
Boston Celtics,1993,1.341463415,4.670731707,0.00352439,40.76829268,81.82926829,0.006073171
Boston Celtics,1994,1.682926829,5.817073171,0.004487805,38.96341463,80.24390244,0.005926829
Boston Celtics,1995,4.414634146,12,0.00452439,34.35365854,71.5,0.005853659
Boston Celtics,1996,6.573170732,17.7195122,0.004280488,32,66.93902439,0.005829268
Boston Celtics,1997,5.695121951,16.23170732,0.00404878,31.69512195,68.73170732,0.005621951
Boston Celtics,1998,5.06097561,15.23170732,0.0072,31.67073171,69.32926829,0.005573171
Boston Celtics,1999,5.46,15.16,0.004036585,30.86,68.12,0.00906
Boston Celtics,2000,5.085365854,15.36585366,0.004426829,32.15853659,68.53658537,0.005719512
Boston Celtics,2001,7.219512195,19.91463415,0.004378049,26.59756098,59.17073171,0.005487805
Boston Celtics,2002,8.524390244,23.73170732,0.004073171,26.25609756,58.35365854,0.005487805
Boston Celtics,2003,8.768292683,26.2804878,0.004219512,24.15853659,53.09756098,0.00554878
Boston Celtics,2004,6.743902439,19.5,0.004256098,27.92682927,58.73170732,0.005792683
Boston Celtics,2005,5.329268293,15.26829268,0.004414634,31.81707317,64.13414634,0.00604878
Boston Celtics,2006,5.695121951,15.73170732,0.00447561,30.29268293,61.36585366,0.00602439
Boston Celtics,2007,5.743902439,15.64634146,0.004646341,29.1097561,63.06097561,0.005634146
Boston Celtics,2008,7.268292683,19.07317073,0.004841463,29.14634146,57.58536585,0.006170732
Boston Celtics,2009,6.56097561,16.52439024,0.004243902,30.93902439,60.70731707,0.006219512
Boston Celtics,2010,6.085365854,17.47560976,0.00445122,30.97560976,59.2804878,0.006378049
Boston Celtics,2011,4.975609756,13.64634146,0.005560606,31.8902439,62.19512195,0.006256098
Boston Celtics,2012,5.5,14.96969697,0.004419753,29.96969697,62.09090909,0.007318182
Boston Celtics,2013,6.148148148,17.16049383,0.006632653,30.90123457,62.58024691,0.006098765
Boston Celtics,2014,6.306122449,19.40816327,0.00347561,29.79591837,63.42857143,0.009591837
Brooklyn Nets,1980,1.036585366,3.634146341,0.003,41.1097561,87.87804878,0.005707317
Brooklyn Nets,1981,0.414634146,1.682926829,0.0025,41.98780488,87.51219512,0.005853659
Brooklyn Nets,1982,0.365853659,1.780487805,0.00245122,42.32926829,86.35365854,0.00597561
Brooklyn Nets,1983,0.365853659,1.817073171,0.002573171,42.43902439,85.25609756,0.006073171
Brooklyn Nets,1984,0.597560976,2.829268293,0.002829268,43.47560976,85.68292683,0.006182927
Brooklyn Nets,1985,0.634146341,2.731707317,0.00245122,43.82926829,88.06097561,0.006073171
Brooklyn Nets,1986,0.524390244,2.609756098,0.003939024,42.74390244,86.42682927,0.006036585
Brooklyn Nets,1987,1.768292683,5.475609756,0.003670732,39.37804878,80.90243902,0.005939024
Brooklyn Nets,1988,1.670731707,5.548780488,0.004012195,37.45121951,78.07317073,0.005853659
Brooklyn Nets,1989,2.280487805,6.926829268,0.003378049,38.36585366,81.19512195,0.005768293
Brooklyn Nets,1990,1.707317073,6.170731707,0.003353659,36.79268293,84.25609756,0.005329268
Brooklyn Nets,1991,1.963414634,7.146341463,0.004073171,38.41463415,83.81707317,0.005585366
Brooklyn Nets,1992,2.731707317,8.170731707,0.003878049,39.62195122,84.26829268,0.005731707
Brooklyn Nets,1993,1.890243902,5.951219512,0.003987805,38.01219512,80.43902439,0.005768293
Brooklyn Nets,1994,2.719512195,8.329268293,0.003890244,35.92682927,78.43902439,0.005585366
Brooklyn Nets,1995,5.048780488,15.81707317,0.004085366,30.79268293,66.35365854,0.005658537
Brooklyn Nets,1996,3.048780488,9.097560976,0.004304878,32.08536585,73.2195122,0.005341463
Brooklyn Nets,1997,5.902439024,16.7195122,0.004036585,30.6097561,69.75609756,0.005353659
Brooklyn Nets,1998,3.780487805,11.42682927,0.00662,33.47560976,73.06097561,0.005585366
Brooklyn Nets,1999,4.5,13.58,0.004231707,29.32,69.62,0.00842
Brooklyn Nets,2000,5.817073171,16.75609756,0.004060976,30.51219512,67.15853659,0.005536585
Brooklyn Nets,2001,4.402439024,13.2195122,0.004121951,29.51219512,66.65853659,0.005402439
Brooklyn Nets,2002,4.914634146,14.56097561,0.00404878,32.18292683,68.56097561,0.005719512
Brooklyn Nets,2003,4.219512195,12.69512195,0.004097561,31.2195122,67.6097561,0.005634146
Brooklyn Nets,2004,4.597560976,13.69512195,0.004414634,29.70731707,64.01219512,0.005658537
Brooklyn Nets,2005,5.304878049,14.67073171,0.00402439,28.26829268,63.6097561,0.005414634
Brooklyn Nets,2006,5.817073171,17.64634146,0.004426829,28.06097561,59.3902439,0.005756098
Brooklyn Nets,2007,7.426829268,20.43902439,0.004243902,28.09756098,57.35365854,0.00597561
Brooklyn Nets,2008,6.073170732,17.43902439,0.004585366,28.75609756,61.2195122,0.005731707
Brooklyn Nets,2009,7.951219512,21.15853659,0.003878049,27.7195122,58.54878049,0.005768293
Brooklyn Nets,2010,4.597560976,14.45121951,0.004182927,29.70731707,65.47560976,0.005536585
Brooklyn Nets,2011,5.597560976,16.30487805,0.005181818,29.98780488,64.64634146,0.005658537
Brooklyn Nets,2012,7.681818182,22.43939394,0.004353659,26.59090909,58.16666667,0.006924242
Brooklyn Nets,2013,7.658536585,21.46341463,0.008043478,28.2195122,58.34146341,0.005902439
Brooklyn Nets,2014,8.02173913,21.65217391,0.004426829,27.15217391,56.52173913,0.010434783
Charlotte Bobcats,2005,3.902439024,10.74390244,0.004134146,32.20731707,72.90243902,0.005390244
Charlotte Bobcats,2006,5.219512195,15.37804878,0.004353659,30.8902439,68.07317073,0.005536585
Charlotte Bobcats,2007,5.573170732,15.6097561,0.00447561,30.52439024,65.40243902,0.005695122
Charlotte Bobcats,2008,6.451219512,17.59756098,0.004463415,29.64634146,62.32926829,0.005804878
Charlotte Bobcats,2009,5.975609756,16.32926829,0.004219512,28.97560976,60.48780488,0.005841463
Charlotte Bobcats,2010,5.609756098,16.23170732,0.003987805,29.24390244,60.67073171,0.005878049
Charlotte Bobcats,2011,4.792682927,14.67073171,0.004469697,30.24390244,62.95121951,0.005853659
Charlotte Bobcats,2012,3.984848485,13.51515152,0.004085366,29.24242424,66.68181818,0.006651515
Charlotte Bobcats,2013,5.719512195,17.06097561,0.007081633,28.70731707,64.02439024,0.005463415
Charlotte Bobcats,2014,5.551020408,16,0.003109756,29.71428571,65.26530612,0.009285714
Chicago Bulls,1980,0.853658537,3.353658537,0.002585366,40.14634146,81.31707317,0.00602439
Chicago Bulls,1981,0.463414634,2.182926829,0.003097561,41.69512195,82,0.006195122
Chicago Bulls,1982,0.658536585,2.597560976,0.002621951,40.42682927,79.45121951,0.006207317
Chicago Bulls,1983,0.548780488,2.548780488,0.002085366,42.58536585,87.36585366,0.005939024
Chicago Bulls,1984,0.243902439,1.426829268,0.002195122,40.06097561,83.59756098,0.005841463
Chicago Bulls,1985,0.353658537,1.963414634,0.003390244,41.75609756,82.29268293,0.006182927
Chicago Bulls,1986,1.073170732,3.865853659,0.003182927,41.31707317,84.26829268,0.00597561
Chicago Bulls,1987,0.951219512,3.646341463,0.002804878,40.29268293,83.6097561,0.005878049
Chicago Bulls,1988,0.682926829,2.963414634,0.004,41.19512195,82.58536585,0.006085366
Chicago Bulls,1989,2.12195122,6.463414634,0.004560976,39.92682927,78.51219512,0.006207317
Chicago Bulls,1990,3.048780488,8.158536585,0.004463415,40.01219512,78.30487805,0.006231707
Chicago Bulls,1991,1.890243902,5.170731707,0.003707317,42.40243902,81.7195122,0.006329268
Chicago Bulls,1992,1.682926829,5.536585366,0.00445122,42.74390244,81.87804878,0.006365854
Chicago Bulls,1993,2.975609756,8.158536585,0.004317073,39.40243902,79.70731707,0.00602439
Chicago Bulls,1994,2.841463415,8.036585366,0.00454878,36.73170732,75.07317073,0.005963415
Chicago Bulls,1995,5.402439024,14.47560976,0.004914634,33.51219512,67.35365854,0.006073171
Chicago Bulls,1996,6.634146341,16.45121951,0.00454878,33.52439024,67.59756098,0.00604878
Chicago Bulls,1997,6.37804878,17.1097561,0.003939024,33.58536585,67.31707317,0.006085366
Chicago Bulls,1998,3.792682927,11.73170732,0.00578,33.57317073,71.20731707,0.005743902
Chicago Bulls,1999,3.54,12.24,0.004012195,27.24,64.5,0.00844
Chicago Bulls,2000,4.146341463,12.58536585,0.004219512,27.13414634,62.7804878,0.005268293
Chicago Bulls,2001,4.012195122,11.58536585,0.004219512,29.17073171,66.59756098,0.005341463
Chicago Bulls,2002,3.658536585,10.58536585,0.004268293,30.62195122,68.57317073,0.00545122
Chicago Bulls,2003,4.256097561,12.15853659,0.004170732,32.2195122,69.7195122,0.005634146
Chicago Bulls,2004,5.231707317,15.31707317,0.004353659,28.8902439,67.03658537,0.005256098
Chicago Bulls,2005,6.231707317,17.47560976,0.004621951,28.51219512,62.91463415,0.00552439
Chicago Bulls,2006,6.829268293,18.01219512,0.004731707,29.80487805,64.14634146,0.005670732
Chicago Bulls,2007,5.853658537,15.08536585,0.004426829,31.29268293,66.17073171,0.005768293
Chicago Bulls,2008,5.780487805,15.91463415,0.004646341,30.64634146,67.75609756,0.005512195
Chicago Bulls,2009,6.012195122,15.76829268,0.00402439,32.1097561,67.7195122,0.005780488
Chicago Bulls,2010,4.292682927,13,0.004402439,33.2804878,70.23170732,0.005780488
Chicago Bulls,2011,6.231707317,17.25609756,0.005681818,30.86585366,63.07317073,0.005963415
Chicago Bulls,2012,6.348484848,16.92424242,0.004304878,31.03030303,65.83333333,0.007136364
Chicago Bulls,2013,5.43902439,15.42682927,0.00712766,30.24390244,66.25609756,0.005560976
Chicago Bulls,2014,5.872340426,17.5106383,0.002353659,28.25531915,63.38297872,0.009489362
Cleveland Cavaliers,1980,0.43902439,2.280487805,0.00352439,46.03658537,95.7804878,0.005865854
Cleveland Cavaliers,1981,0.87804878,3.036585366,0.002219512,42.48780488,89.75609756,0.005768293
Cleveland Cavaliers,1982,0.304878049,1.670731707,0.00304878,41.2195122,87.76829268,0.005731707
Cleveland Cavaliers,1983,0.365853659,1.463414634,0.003195122,39.29268293,83.84146341,0.005719512
Cleveland Cavaliers,1984,0.524390244,2,0.0035,40.47560976,86.19512195,0.005731707
Cleveland Cavaliers,1985,1.170731707,4.085365854,0.004121951,41.14634146,85.7195122,0.005853659
Cleveland Cavaliers,1986,1.609756098,4.768292683,0.002926829,40.80487805,83.51219512,0.005963415
Cleveland Cavaliers,1987,0.987804878,4.12195122,0.004609756,39.85365854,82.73170732,0.005878049
Cleveland Cavaliers,1988,1.548780488,4.097560976,0.004378049,38.85365854,78.2804878,0.00604878
Cleveland Cavaliers,1989,2.073170732,5.780487805,0.004963415,40.19512195,78.41463415,0.006256098
Cleveland Cavaliers,1990,4.219512195,10.37804878,0.004073171,34.97560976,74.70731707,0.005707317
Cleveland Cavaliers,1991,1.951219512,5.841463415,0.004353659,37.79268293,77.7804878,0.005926829
Cleveland Cavaliers,1992,3.085365854,8.634146341,0.004646341,38.70731707,77.03658537,0.006121951
Cleveland Cavaliers,1993,3.451219512,9.048780488,0.004414634,38.31707317,74.93902439,0.006231707
Cleveland Cavaliers,1994,3.585365854,9.914634146,0.004695122,34.62195122,72.17073171,0.005853659
Cleveland Cavaliers,1995,4.853658537,12.59756098,0.004597561,28.75609756,63.68292683,0.005512195
Cleveland Cavaliers,1996,7.268292683,19.29268293,0.004585366,26.40243902,53.85365854,0.00597561
Cleveland Cavaliers,1997,5.890243902,15.65853659,0.004536585,27.08536585,57.17073171,0.005780488
Cleveland Cavaliers,1998,3.634146341,9.768292683,0.00682,30.7195122,65.92682927,0.005682927
Cleveland Cavaliers,1999,3.64,10.68,0.00454878,27.6,60.54,0.00912
Cleveland Cavaliers,2000,4.182926829,11.20731707,0.004073171,32.12195122,70.91463415,0.00552439
Cleveland Cavaliers,2001,2.682926829,8.036585366,0.004597561,32.56097561,71.62195122,0.00554878
Cleveland Cavaliers,2002,4.719512195,12.51219512,0.003987805,31.23170732,67.75609756,0.005621951
Cleveland Cavaliers,2003,3.573170732,10.92682927,0.003829268,31.18292683,71.34146341,0.005329268
Cleveland Cavaliers,2004,3.012195122,9.585365854,0.00404878,32.62195122,72.76829268,0.005463415
Cleveland Cavaliers,2005,3.658536585,11.02439024,0.004134146,32.80487805,70.52439024,0.005670732
Cleveland Cavaliers,2006,6.06097561,17.86585366,0.004292683,29.40243902,60.32926829,0.005939024
Cleveland Cavaliers,2007,6.024390244,17.12195122,0.004365854,30.29268293,64.07317073,0.005768293
Cleveland Cavaliers,2008,6.731707317,18.82926829,0.004792683,29.08536585,62.84146341,0.005646341
Cleveland Cavaliers,2009,8,20.36585366,0.004646341,28.85365854,58.34146341,0.006036585
Cleveland Cavaliers,2010,7.341463415,19.29268293,0.004170732,30.47560976,58.64634146,0.006341463
Cleveland Cavaliers,2011,6.207317073,18.15853659,0.005242424,28.98780488,62.90243902,0.005621951
Cleveland Cavaliers,2012,6.666666667,19.28787879,0.004219512,27.59090909,61.92424242,0.006757576
Cleveland Cavaliers,2013,6.670731707,19.2804878,0.0074375,29.82926829,64.87804878,0.005609756
Cleveland Cavaliers,2014,7.104166667,19.875,0.003402439,29.14583333,65.64583333,0.00925
Dallas Mavericks,1981,0.56097561,2.012195122,0.00352439,38.51219512,82.47560976,0.005695122
Dallas Mavericks,1982,0.670731707,2.317073171,0.002829268,40.67073171,85.7804878,0.005780488
Dallas Mavericks,1983,0.524390244,2.256097561,0.002780488,44.2804878,89.81707317,0.006012195
Dallas Mavericks,1984,0.512195122,2.243902439,0.004182927,43.6097561,85.98780488,0.006182927
Dallas Mavericks,1985,1.853658537,5.402439024,0.003853659,41.56097561,83.37804878,0.006073171
Dallas Mavericks,1986,1.719512195,5.43902439,0.004317073,42.56097561,83.02439024,0.006256098
Dallas Mavericks,1987,2.817073171,7.963414634,0.003573171,41.01219512,81.95121951,0.006097561
Dallas Mavericks,1988,1.87804878,6.414634146,0.003780488,39.74390244,81.2804878,0.005963415
Dallas Mavericks,1989,2.573170732,8.304878049,0.003939024,36.98780488,76.04878049,0.005926829
Dallas Mavericks,1990,1.914634146,5.926829268,0.003926829,37.67073171,77.37804878,0.005939024
Dallas Mavericks,1991,2.353658537,7.317073171,0.004097561,37.2195122,76.70731707,0.005914634
Dallas Mavericks,1992,3.268292683,9.719512195,0.004121951,34.7804878,76.91463415,0.005512195
Dallas Mavericks,1993,3.451219512,10.20731707,0.003804878,35.13414634,78.46341463,0.005463415
Dallas Mavericks,1994,2.93902439,9.426829268,0.003926829,34.31707317,76.79268293,0.00545122
Dallas Mavericks,1995,4.707317073,14.63414634,0.004390244,34.64634146,74.90243902,0.005646341
Dallas Mavericks,1996,8.963414634,24.86585366,0.003987805,29.13414634,65.75609756,0.005402439
Dallas Mavericks,1997,5.243902439,16.04878049,0.004353659,29.06097561,62.63414634,0.005658537
Dallas Mavericks,1998,5.146341463,14.42682927,0.00678,30,67.93902439,0.005390244
Dallas Mavericks,1999,4.04,11.9,0.004768293,30.94,68.76,0.009
Dallas Mavericks,2000,6.329268293,16.17073171,0.004646341,32.63414634,69.76829268,0.005707317
Dallas Mavericks,2001,6.304878049,16.54878049,0.004609756,31.31707317,65.35365854,0.005841463
Dallas Mavericks,2002,7.573170732,20.06097561,0.004646341,31.45121951,64.45121951,0.00595122
Dallas Mavericks,2003,7.756097561,20.34146341,0.004243902,30.79268293,64.80487805,0.005792683
Dallas Mavericks,2004,6.182926829,17.75609756,0.004439024,34.32926829,70.41463415,0.00595122
Dallas Mavericks,2005,5.646341463,15.52439024,0.004560976,31.64634146,66.07317073,0.005841463
Dallas Mavericks,2006,5.073170732,13.57317073,0.004646341,30.87804878,64.17073171,0.005865854
Dallas Mavericks,2007,6.524390244,17.12195122,0.004292683,30.18292683,61.43902439,0.005987805
Dallas Mavericks,2008,6.024390244,17.1097561,0.004268293,30.86585366,62.34146341,0.006036585
Dallas Mavericks,2009,6.963414634,19.90243902,0.004536585,31.18292683,62.65853659,0.006073171
Dallas Mavericks,2010,6.804878049,18.26829268,0.00445122,31.48780488,64.17073171,0.005987805
Dallas Mavericks,2011,7.865853659,21.56097561,0.005136364,29.56097561,57.25609756,0.006292683
Dallas Mavericks,2012,7.53030303,22.18181818,0.004536585,28.8030303,59.81818182,0.00730303
Dallas Mavericks,2013,7.390243902,19.85365854,0.007612245,31.41463415,64.19512195,0.005963415
Dallas Mavericks,2014,8.387755102,22.46938776,0.003963415,31.16326531,61.04081633,0.010428571
Denver Nuggets,1980,1.012195122,3.109756098,0.00252439,41.20731707,87.98780488,0.005707317
Denver Nuggets,1981,0.365853659,1.768292683,0.003268293,45.7804878,95.30487805,0.005853659
Denver Nuggets,1982,0.487804878,1.817073171,0.002317073,48.04878049,91.54878049,0.006402439
Denver Nuggets,1983,0.292682927,1.536585366,0.003682927,47.8902439,96.01219512,0.006085366
Denver Nuggets,1984,0.93902439,3.109756098,0.003792683,47.04878049,94.24390244,0.006085366
Denver Nuggets,1985,0.890243902,2.865853659,0.002841463,46.37804878,94.40243902,0.005987805
Denver Nuggets,1986,0.865853659,3.719512195,0.003304878,44.31707317,92.23170732,0.005853659
Denver Nuggets,1987,1.292682927,4.768292683,0.004170732,44.36585366,92.19512195,0.005865854
Denver Nuggets,1988,2.341463415,6.853658537,0.004109756,43.63414634,90.23170732,0.005902439
Denver Nuggets,1989,2.780487805,8.243902439,0.004109756,43.7195122,91.02439024,0.005853659
Denver Nuggets,1990,2.780487805,8.256097561,0.00345122,42.53658537,89.48780488,0.005792683
Denver Nuggets,1991,3.658536585,12.91463415,0.003670732,43.91463415,95.23170732,0.005621951
Denver Nuggets,1992,1.536585366,5.097560976,0.003707317,38.24390244,84.90243902,0.005487805
Denver Nuggets,1993,1.682926829,5.536585366,0.00347561,39.19512195,83.26829268,0.005743902
Denver Nuggets,1994,2.073170732,7.280487805,0.004341463,36.41463415,75.41463415,0.005890244
Denver Nuggets,1995,5.036585366,14.14634146,0.004219512,32.74390244,64.64634146,0.006182927
Denver Nuggets,1996,4.841463415,14,0.004536585,31.75609756,67.18292683,0.005768293
Denver Nuggets,1997,7.756097561,20.86585366,0.003939024,28.02439024,60.68292683,0.005634146
Denver Nuggets,1998,3.512195122,10.8902439,0.00656,29.13414634,67.30487805,0.005280488
Denver Nuggets,1999,6.04,18.44,0.004097561,27.58,61.34,0.009
Denver Nuggets,2000,5.731707317,17.03658537,0.004329268,31.54878049,67.24390244,0.005719512
Denver Nuggets,2001,6.243902439,17.6097561,0.004012195,30.08536585,66.25609756,0.005536585
Denver Nuggets,2002,5.158536585,15.67073171,0.003390244,30.3902439,68.1097561,0.005439024
Denver Nuggets,2003,2.792682927,10.04878049,0.004097561,30,69.75609756,0.005243902
Denver Nuggets,2004,4.036585366,12.01219512,0.004146341,32.46341463,70.46341463,0.005621951
Denver Nuggets,2005,3.902439024,11.46341463,0.003963415,33.14634146,69.20731707,0.005841463
Denver Nuggets,2006,4.268292683,13.12195122,0.004097561,33.26829268,68.24390244,0.005939024
Denver Nuggets,2007,5.902439024,17.56097561,0.004329268,32.68292683,65.42682927,0.006097561
Denver Nuggets,2008,6.93902439,19.57317073,0.00452439,33.3902439,66.25609756,0.006146341
Denver Nuggets,2009,6.682926829,18.01219512,0.004378049,30.6097561,61.37804878,0.006085366
Denver Nuggets,2010,6.634146341,18.5,0.004731707,31.46341463,62.93902439,0.006097561
Denver Nuggets,2011,8.073170732,20.7804878,0.005030303,30.2804878,59.86585366,0.006170732
Denver Nuggets,2012,6.590909091,19.86363636,0.004182927,32.37878788,62.01515152,0.007909091
Denver Nuggets,2013,6.353658537,18.51219512,0.007847826,34.36585366,66.64634146,0.006292683
Denver Nuggets,2014,8.217391304,22.73913043,0.003170732,30.10869565,62.06521739,0.010543478
Detroit Pistons,1980,0.695121951,2.670731707,0.001890244,43.73170732,89.96341463,0.005926829
Detroit Pistons,1981,0.158536585,1.024390244,0.00297561,39.30487805,84.17073171,0.005695122
Detroit Pistons,1982,0.634146341,2.597560976,0.003231707,42.79268293,87.53658537,0.005963415
Detroit Pistons,1983,0.87804878,3.317073171,0.002768293,43.30487805,89.3902439,0.005902439
Detroit Pistons,1984,0.390243902,1.719512195,0.002756098,45.92682927,94.74390244,0.005914634
Detroit Pistons,1985,0.548780488,2.426829268,0.003682927,46.2804878,95.12195122,0.005939024
Detroit Pistons,1986,0.670731707,2.219512195,0.002817073,45.1097561,92.29268293,0.005963415
Detroit Pistons,1987,0.475609756,2.06097561,0.0035,42.74390244,86.19512195,0.00604878
